Xt,Lemda
0.234482955,0.007430113
0.234515066,0.007430692
0.234811332,0.007447503
0.234811537,0.007452718
0.235178777,0.007458112
0.235292347,0.007464587
0.235295234,0.007473221
0.235399057,0.007493284
0.235947968,0.00749343
0.236440045,0.007541417
0.236740485,0.007569568
0.236785954,0.007584756
0.237485749,0.007596369
0.237531111,0.007602284
0.237592613,0.007611307
0.237799275,0.007628051
0.237962699,0.007694043
0.238275527,0.007694765
0.238610854,0.007697474
0.238818009,0.007706402
0.239030939,0.007731466
0.239708312,0.007760748
0.239784335,0.007765845
0.239952463,0.007768764
0.240294318,0.00777153
0.240367684,0.007785867
0.240499992,0.007797333
0.240821869,0.007806711
0.241044044,0.00784706
0.241242657,0.007849419
0.241470745,0.00786523
0.241634811,0.007868894
0.241648309,0.007937262
0.24191857,0.007947529
0.24210447,0.007957248
0.242798468,0.008039027
0.242856246,0.008082998
0.243670507,0.008099542
0.244666701,0.008104214
0.245001725,0.008126476
0.2464434,0.008146056
0.246614836,0.008170793
0.246950466,0.00819031
0.247474609,0.008205207
0.247635681,0.00821413
0.247654373,0.00821861
0.247876845,0.008221779
0.247986237,0.008241228
0.248051505,0.008262199
0.248567871,0.008323927
0.248910813,0.008342069
0.24907863,0.00834654
0.249149368,0.008359527
0.249367245,0.008417076
0.250815392,0.008460245
0.251054651,0.008460564
0.251161563,0.008482428
0.251356591,0.00851162
0.253179665,0.008520809
0.253414619,0.008536329
0.253497007,0.008547139
0.254290446,0.008576588
0.254864478,0.00858049
0.255644294,0.008594203
0.256483368,0.008607748
0.256761547,0.008622867
0.257447955,0.008628993
0.257808484,0.008629566
0.257968558,0.008642872
0.258289413,0.008659096
0.259264831,0.008675467
0.259788632,0.008747704
0.259884385,0.00878136
0.26057032,0.008792859
0.260611543,0.008849487
0.260658381,0.008861086
0.260945862,0.008876514
0.26118697,0.008877043
0.262782585,0.008887078
0.263462259,0.008929592
0.263467945,0.008946698
0.264092903,0.008965553
0.264413586,0.008982206
0.264593048,0.008983077
0.265122033,0.00899859
0.265285966,0.009033213
0.265297146,0.009057533
0.265345048,0.009105216
0.265396554,0.009136858
0.265537395,0.009137838
0.26565808,0.009154218
0.266048827,0.009240601
0.266061617,0.009253396
0.266202412,0.009278813
0.26628056,0.009306312
0.266552902,0.009312894
0.266653245,0.009313767
0.2667768,0.00933946
0.266856685,0.00936705
0.267190246,0.009373842
0.268040976,0.00939446
0.268202891,0.009394806
0.268217789,0.009395237
0.268333704,0.009396722
0.268365506,0.009433585
0.268436968,0.009466023
0.269861137,0.009474555
0.269894584,0.009476713
0.270419613,0.009497287
0.270640292,0.009515959
0.271303142,0.009525136
0.271455375,0.009525583
0.271475688,0.009600667
0.272901005,0.009634341
0.273310583,0.009657806
0.273394099,0.009706614
0.273458515,0.009707055
0.273548985,0.009713886
0.273672613,0.009752639
0.273893989,0.009760739
0.27429174,0.009771374
0.275333157,0.00977661
0.2754156,0.009780986
0.275435661,0.009847559
0.275608596,0.009873399
0.275841714,0.009884038
0.276927511,0.009910084
0.277291753,0.009912438
0.277296178,0.009925086
0.27743899,0.009933352
0.277578943,0.009935429
0.27789737,0.009940101
0.278217717,0.009942243
0.278963017,0.009975104
0.27912757,0.009982189
0.279151332,0.009985862
0.279261169,0.009994163
0.279515151,0.010014209
0.279546853,0.010022905
0.280105892,0.010042414
0.280469309,0.010064003
0.280518079,0.010086487
0.280610038,0.01013837
0.281072967,0.010148429
0.281753794,0.010156168
0.28192137,0.0101583
0.282186636,0.010162458
0.282312488,0.010167234
0.282719264,0.010174301
0.283818955,0.010182079
0.284183235,0.010197485
0.284195361,0.010208823
0.284775395,0.010222914
0.284879859,0.010282851
0.284926458,0.010288507
0.284962149,0.010303866
0.284964199,0.010334223
0.285194615,0.010337405
0.285583308,0.010356242
0.286124906,0.01037885
0.286303663,0.01038253
0.286465438,0.010414419
0.286965174,0.010429278
0.287239781,0.010445823
0.28755053,0.010480044
0.287577792,0.010489318
0.288170425,0.010500384
0.288229457,0.010507131
0.288504886,0.010611174
0.288716067,0.010667639
0.288765608,0.010695648
0.289157584,0.010720975
0.289498682,0.010727483
0.289865899,0.010775348
0.290106233,0.010786298
0.290454356,0.010930435
0.29058729,0.010948777
0.290653867,0.010953818
0.290700751,0.010964195
0.291457369,0.010982836
0.291747045,0.011140031
0.292674496,0.011143948
0.293113823,0.011158406
0.29337448,0.011185621
0.293521373,0.011195695
0.294694065,0.01125226
0.294740333,0.011298474
0.294770012,0.011301754
0.294941784,0.011354667
0.295462888,0.011401443
0.296672783,0.01142531
0.297046029,0.01152819
0.298219925,0.011574648
0.29834376,0.011577037
0.298713149,0.011616922
0.298950299,0.01163095
0.299056365,0.011634982
0.299207506,0.011652852
0.299323633,0.011659074
0.300591212,0.011661149
0.301049571,0.011699709
0.302049025,0.011776494
0.302118363,0.011801059
0.302288339,0.011802039
0.302430578,0.011829229
0.302606708,0.011833292
0.30286631,0.011901723
0.303053719,0.011906732
0.303365733,0.011951474
0.303646854,0.011956553
0.303856378,0.011990491
0.304224842,0.01200972
0.304728564,0.012122879
0.304767316,0.012186836
0.307247913,0.012240092
0.309029615,0.012252829
0.309477892,0.012265658
0.309696628,0.012266231
0.311000277,0.012384967
0.31122438,0.012407261
0.3114848,0.012412329
0.31162801,0.012472905
0.311881481,0.012541205
0.312048817,0.012547214
0.312501579,0.012549539
0.312785713,0.012561762
0.314496596,0.012633261
0.314683142,0.012659458
0.31489117,0.012665611
0.315073666,0.012688185
0.315244828,0.012721497
0.317050002,0.012727254
0.317233846,0.012816604
0.318629561,0.012852025
0.318835198,0.012857464
0.319248858,0.012877416
0.319513991,0.012878126
0.319774388,0.012881289
0.319877852,0.012946184
0.321019842,0.012950405
0.321613585,0.012985744
0.322217345,0.013026841
0.322486353,0.013049478
0.322838448,0.013148632
0.323129596,0.013233392
0.323719317,0.013287981
0.323724475,0.013389286
0.323725155,0.013512805
0.32403147,0.013555641
0.324062073,0.013578075
0.324279218,0.013664289
0.324688634,0.013789199
0.325685165,0.01379624
0.325787306,0.013800074
0.325904686,0.013817941
0.32604472,0.013818881
0.327002434,0.013822208
0.327226259,0.013838945
0.327514388,0.013883901
0.327690055,0.013890381
0.327844036,0.013905988
0.328043743,0.013963285
0.328297777,0.014044999
0.32857746,0.01408549
0.328792467,0.014100147
0.329472295,0.014115164
0.329645282,0.014141958
0.330317989,0.014151582
0.330381223,0.014182769
0.330664588,0.01419448
0.331230764,0.014210787
0.331403504,0.014216096
0.332108688,0.014255327
0.332162241,0.014291408
0.333102522,0.014302211
0.333198702,0.014317626
0.333296195,0.01432515
0.333335886,0.014325628
0.333337797,0.014341664
0.333690641,0.014344536
0.333707197,0.014348589
0.334361719,0.014365018
0.334556606,0.014382108
0.334823551,0.014455613
0.335119909,0.014456648
0.335418938,0.014488114
0.335744546,0.014502715
0.336076419,0.014535096
0.336552935,0.014556335
0.337403941,0.0145967
0.337530923,0.014600403
0.337606262,0.014610475
0.337706958,0.014646702
0.338025898,0.014656594
0.338606616,0.014668739
0.339319702,0.014677286
0.339341696,0.014681751
0.339463882,0.014722224
0.340079532,0.01472577
0.34195824,0.014792662
0.342448002,0.014837114
0.342597817,0.014889708
0.342770856,0.014895787
0.342778416,0.014897436
0.34279525,0.014916966
0.342921488,0.014962189
0.34370204,0.014976585
0.343948646,0.015114212
0.344159116,0.015115731
0.34439498,0.015163332
0.344537725,0.015210553
0.344843362,0.015223977
0.344871805,0.015262897
0.345110676,0.015322086
0.345841536,0.01532353
0.3461728,0.015336468
0.346332259,0.015340641
0.346521873,0.015386349
0.347589672,0.015398152
0.347912811,0.01547403
0.348517473,0.015496682
0.348831671,0.015500673
0.348920591,0.015522443
0.349130657,0.015524565
0.349238529,0.015587543
0.350552921,0.015618849
0.350583478,0.015703613
0.350782546,0.015711667
0.350932438,0.015717517
0.351012562,0.015728137
0.351055605,0.015731931
0.351554633,0.015738001
0.351612695,0.015770965
0.351994648,0.015959364
0.352315093,0.015962693
0.352728766,0.015966451
0.352760417,0.015979743
0.353454052,0.015999862
0.353667156,0.016019875
0.354136013,0.016031849
0.354344584,0.016044807
0.354549663,0.016055151
0.354754067,0.016057256
0.354903763,0.016063702
0.355674811,0.016096957
0.356078464,0.01611032
0.356591191,0.016112513
0.356659696,0.01611785
0.357416115,0.016132795
0.35799369,0.016205435
0.35822752,0.016233129
0.358350765,0.01623445
0.358524024,0.016235724
0.358791044,0.01624707
0.358876501,0.016248956
0.35895104,0.016264396
0.358989546,0.01628981
0.359531155,0.01632298
0.359539344,0.016384646
0.36005264,0.016417409
0.360405689,0.016455334
0.362112966,0.016522589
0.362372818,0.016540593
0.36263505,0.016553705
0.362827211,0.01655962
0.36307325,0.016586492
0.363440606,0.016616157
0.363680694,0.016629134
0.363691262,0.016694659
0.363913714,0.016721069
0.363982944,0.016754442
0.36451767,0.016757538
0.364742389,0.016759025
0.364747405,0.016796673
0.364769253,0.016821101
0.36498627,0.016875729
0.366107151,0.01691679
0.367001037,0.016922018
0.367146422,0.016990973
0.36811128,0.017023534
0.368269774,0.01704849
0.368351612,0.01709755
0.368367604,0.01718409
0.368418173,0.017202795
0.369334497,0.017240257
0.369978936,0.017272849
0.370068035,0.017274679
0.370137132,0.017287851
0.370193344,0.017292499
0.370742699,0.017315079
0.371233561,0.017428917
0.371679294,0.01744976
0.371709766,0.017473991
0.372317889,0.017484944
0.372607263,0.017495436
0.372607764,0.017518905
0.373328843,0.017544088
0.373435467,0.017601129
0.373585388,0.017779802
0.374146156,0.017800004
0.374356788,0.017808474
0.374421626,0.017826139
0.374646018,0.017835415
0.374685457,0.017843337
0.374762457,0.017868999
0.375069558,0.017967629
0.37510692,0.017970861
0.375663631,0.017973643
0.376603853,0.017981267
0.377316067,0.017984682
0.377504971,0.01817507
0.377737449,0.018183757
0.378527787,0.018230514
0.378751936,0.018235618
0.379274972,0.018270753
0.379444482,0.018308433
0.379638396,0.018343714
0.380565441,0.018354481
0.380896993,0.018372188
0.381777582,0.018378281
0.381855124,0.018387447
0.382115946,0.018397064
0.382541924,0.018401446
0.382698424,0.018412483
0.382738824,0.018433093
0.382887724,0.018468451
0.382891955,0.018480134
0.383165828,0.018481645
0.38396723,0.018494858
0.384532919,0.018511088
0.384684378,0.018529941
0.384860381,0.018578044
0.384992288,0.018638342
0.386016322,0.018643986
0.386028067,0.018683527
0.386333231,0.018774595
0.386414738,0.018844232
0.386752707,0.018848914
0.386872791,0.018869857
